outer,radius,TMR,FMR
0.425,0.6,0.9281407035175879,0.0005025125628140704
0.425,0.65,0.9246231155778895,0.0005025125628140704
0.425,0.7,0.9193467336683417,0.0002512562814070352
0.425,0.75,0.907537688442211,0.0002512562814070352
0.425,0.8,0.892713567839196,0.0
0.425,0.85,0.8597989949748743,0.0
0.425,0.9,0.8165829145728644,0.0
0.425,0.95,0.7469849246231156,0.0
0.425,1.0,0.6268844221105527,0.0
0.5,0.6,0.9701005025125629,0.012060301507537688
0.5,0.65,0.9711055276381909,0.011055276381909548
0.5,0.7,0.9718592964824121,0.010552763819095477
0.5,0.75,0.9708542713567839,0.009045226130653266
0.5,0.8,0.9685929648241206,0.008542713567839196
0.5,0.85,0.9660804020100503,0.00728643216080402
0.5,0.9,0.9618090452261306,0.004773869346733669
0.5,0.95,0.95,0.0035175879396984926
0.5,1.0,0.9364321608040201,0.0020100502512562816
