outer,radius,TMR,FMR
0.4,0.8,0.2542713567839196,0.0
0.4,0.85,0.19623115577889447,0.0
0.4,0.9,0.13668341708542714,0.0
0.4,0.95,0.0728643216080402,0.0
0.4,1.0,0.02336683417085427,0.0
0.425,0.8,0.36809045226130654,0.0
0.425,0.85,0.3103015075376884,0.0
0.425,0.9,0.2542713567839196,0.0
0.425,0.95,0.18115577889447237,0.0
0.425,1.0,0.10753768844221105,0.0
0.45,0.8,0.4824120603015075,0.0
0.45,0.85,0.43241206030150753,0.0
0.45,0.9,0.3826633165829146,0.0
0.45,0.95,0.31532663316582915,0.0
0.45,1.0,0.24020100502512562,0.0
0.475,0.8,0.5919597989949749,0.001256281407035176
0.475,0.85,0.557286432160804,0.0005025125628140704
0.475,0.9,0.5095477386934674,0.0002512562814070352
0.475,0.95,0.44698492462311556,0.0002512562814070352
0.475,1.0,0.3841708542713568,0.0002512562814070352
0.5,0.8,0.6967336683417086,0.004020100502512563
0.5,0.85,0.6663316582914572,0.0032663316582914573
0.5,0.9,0.6314070351758794,0.0020100502512562816
0.5,0.95,0.5884422110552764,0.001507537688442211
0.5,1.0,0.5273869346733668,0.001256281407035176
0.525,0.8,0.7879396984924623,0.00728643216080402
0.525,0.85,0.7690954773869346,0.0067839195979899495
0.525,0.9,0.7384422110552764,0.005778894472361809
0.525,0.95,0.6962311557788945,0.0032663316582914573
0.525,1.0,0.6550251256281407,0.0022613065326633165
0.55,0.8,0.8492462311557789,0.012814070351758794
0.55,0.85,0.8412060301507538,0.012311557788944723
0.55,0.9,0.8236180904522613,0.009798994974874372
0.55,0.95,0.7959798994974875,0.008793969849246231
0.55,1.0,0.7645728643216081,0.0067839195979899495
0.575,0.8,0.892462311557789,0.017587939698492462
0.575,0.85,0.8891959798994975,0.017839195979899497
0.575,0.9,0.8836683417085427,0.017085427135678392
0.575,0.95,0.8698492462311558,0.015577889447236181
0.575,1.0,0.8479899497487438,0.01256281407035176
0.6,0.8,0.9170854271356784,0.028391959798994976
0.6,0.85,0.9201005025125628,0.02562814070351759
0.6,0.9,0.9188442211055277,0.02512562814070352
0.6,0.95,0.9115577889447236,0.024120603015075376
0.6,1.0,0.9047738693467337,0.02135678391959799
