outer,radius,TMR,FMR
0.4,0.8,0.18608695652173912,0.0
0.4,0.85,0.11565217391304349,0.0
0.4,0.9,0.05956521739130435,0.0
0.4,0.95,0.021304347826086957,0.0
0.4,1.0,0.0034782608695652175,0.0
0.425,0.8,0.3334782608695652,0.0
0.425,0.85,0.24695652173913044,0.0
0.425,0.9,0.16608695652173913,0.0
0.425,0.95,0.09,0.0
0.425,1.0,0.041304347826086954,0.0
0.45,0.8,0.4826086956521739,0.0
0.45,0.85,0.4108695652173913,0.0
0.45,0.9,0.32304347826086954,0.0
0.45,0.95,0.21782608695652175,0.0
0.45,1.0,0.13304347826086957,0.0
0.475,0.8,0.6247826086956522,0.0
0.475,0.85,0.5595652173913044,0.0
0.475,0.9,0.4830434782608696,0.0
0.475,0.95,0.401304347826087,0.0
0.475,1.0,0.2926086956521739,0.0
0.5,0.8,0.7434782608695653,0.0017391304347826088
0.5,0.85,0.6934782608695652,0.0008695652173913044
0.5,0.9,0.6308695652173913,0.0
0.5,0.95,0.548695652173913,0.0
0.5,1.0,0.46695652173913044,0.0
0.525,0.8,0.8247826086956521,0.003043478260869565
0.525,0.85,0.7917391304347826,0.003043478260869565
0.525,0.9,0.7504347826086957,0.0013043478260869566
0.525,0.95,0.6895652173913044,0.0004347826086956522
0.525,1.0,0.6226086956521739,0.0
0.55,0.8,0.8813043478260869,0.004347826086956522
0.55,0.85,0.8673913043478261,0.004347826086956522
0.55,0.9,0.8391304347826087,0.0034782608695652175
0.55,0.95,0.8021739130434783,0.0026086956521739132
0.55,1.0,0.7495652173913043,0.0008695652173913044
0.575,0.8,0.9208695652173913,0.004347826086956522
0.575,0.85,0.9069565217391304,0.004347826086956522
0.575,0.9,0.8952173913043479,0.004347826086956522
0.575,0.95,0.8730434782608696,0.004347826086956522
0.575,1.0,0.8430434782608696,0.004347826086956522
0.6,0.8,0.94,0.004782608695652174
0.6,0.85,0.9369565217391305,0.004347826086956522
0.6,0.9,0.928695652173913,0.004347826086956522
0.6,0.95,0.918695652173913,0.004347826086956522
0.6,1.0,0.8973913043478261,0.004347826086956522
