dir,radial,e8,gauss_0,gauss_1,gauss_2
voice_128,72.72463768115942,72.92753623188406,72.89855072463767,73.28985507246377,72.71014492753623
voice_64,72.5072463768116,,71.98550724637681,73.18840579710145,73.60869565217392
ytf_128,70.49289891395154,70.15873015873015,70.50125313283208,70.52631578947368,70.20885547201337
ytf_64,70.49289891395154,70.15873015873015,70.50125313283208,70.52631578947368,70.20885547201337
vggface2_64,68.59396299902629,69.87147030185005,69.80720545277508,69.41382667964946,69.25998052580331
vggface2_128,68.59396299902629,69.87147030185005,69.80720545277508,69.41382667964946,69.25413826679649
