dir,radial,rad_minus_e8,rad_minus_gauss_0,rad_minus_gauss_1,rad_minus_gauss_2
voice_128,16.0743087414,2.807354922017348,2.5849625006809003,-4.0255798694488476e-11,-4.0255798694488476e-11
voice_64,16.0743087414,4.392317422738504,4.523561956016756,0.9999999999597424,0.9999999999597424
ytf_128,9.120870777128767,1.37851162325373,1.4514794952469048,0.751653037493746,0.5916571532951647
ytf_64,9.120870777128767,1.37851162325373,1.4514794952469048,0.751653037493746,0.5916571532951647
vggface2_64,8.002778492144289,1.026065982652554,1.2195070302928732,0.8001305952896915,0.6511592434226134
vggface2_128,8.002778492144289,1.026065982652554,1.2195070302928732,0.8001305952896915,0.6511592434226134
