dir,radial,e8,gauss_0,gauss_1,gauss_2
voice_128,16.0743087414,13.266953819382652,13.4893462407191,16.074308741440255,16.074308741440255
voice_64,16.0743087414,11.681991318661495,11.550746785383243,15.074308741440257,15.074308741440257
ytf_128,9.120870777128767,7.742359153875037,7.669391281881862,8.36921773963502,8.529213623833602
ytf_64,9.120870777128767,7.742359153875037,7.669391281881862,8.36921773963502,8.529213623833602
vggface2_64,8.002778492144289,6.976712509491735,6.783271461851416,7.2026478968545975,7.351619248721676
