dir,radial,e8,gauss_0,gauss_1,gauss_2
voice_128,90.27536231884058,90.78260869565217,90.76811594202898,90.66666666666666,90.6086956521739
voice_64,90.26086956521739,91.0,91.14492753623188,90.98550724637681,90.84057971014494
ytf_128,89.95822890559732,89.99164578111947,90.11695906432749,90.4093567251462,90.27568922305764
ytf_64,89.95822890559732,89.99164578111947,90.11695906432749,90.4093567251462,90.27568922305764
vggface2_64,89.49756572541384,89.7273612463486,89.65920155793573,89.3203505355404,89.28529698149951
vggface2_128,89.49756572541384,89.7273612463486,89.65920155793573,89.3203505355404,89.28529698149951
