dir,radial,e8,gauss_0,gauss_1,gauss_2
voice_128,8.7614257861559,7.929650498608374,7.775100723052977,8.423257050261327,8.656456226554358
voice_64,10.864855375811306,7.793537971309654,7.643856189774724,7.97627665847973,8.690604448966203
ytf_128,6.08197730216661,5.348444946161947,5.202839623915048,5.602862714219266,5.7301519085754835
ytf_64,6.08197730216661,5.348444946161947,5.202839623915048,5.602862714219266,5.7301519085754835
vggface2_64,4.981231318473097,4.462333973845915,4.3723595206089065,4.679337873923325,4.726310086658895
vggface2_128,4.981231318473097,4.462333973845915,4.3723595206089065,4.679337873923325,4.726310086658895
